DYNAMIXEL Graph,3
ItemCount,3
-1,311,MX-64(2.0),Realtime Tick,#000000,0
-1,311,MX-64(2.0),Present Position,#ffff00,0
-1,311,MX-64(2.0),Present Velocity,#ff0000,0
Time[ms],Realtime Tick,Present Position,Present Velocity
25806,7968,200,0
25826,7988,200,0
25846,8008,199,0
25866,8028,200,0
25886,8048,200,0
25906,8068,197,0
25926,8088,182,-14
25946,8108,173,-33
25966,8128,169,-28
25986,8148,169,-14
26006,8168,167,-4
26026,8188,151,-15
26046,8208,139,-37
26066,8228,134,-33
26086,8248,134,-18
26106,8268,133,-6
26126,8288,134,-1
26146,8308,134,0
26166,8328,134,0
26186,8348,134,0
26206,8368,134,0
26226,8388,138,2
26246,8408,141,8
26266,8428,142,9
26286,8448,143,5
26306,8468,144,2
26326,8488,182,28
26346,8508,209,81
26366,8528,222,78
26386,8548,225,46
26406,8568,235,21
26426,8588,307,71
26446,8608,393,186
26466,8628,453,234
26486,8648,478,185
26506,8668,489,102
26526,8688,525,73
26546,8708,550,93
26566,8728,559,75
26586,8748,562,40
26606,8768,563,16
26626,8788,627,48
26646,8808,711,163
26666,8828,759,213
26686,8848,778,158
26706,8868,784,82
26726,8888,848,75
26746,8908,927,169
26766,8928,971,206
26786,8948,986,145
26806,8968,991,72
26826,8988,996,34
26846,9008,1000,21
26865,9027,1000,13
26886,9048,1001,5
26905,9067,1001,1
26925,9087,1001,0
26945,9107,1001,0
26966,9128,1001,0
26986,9148,1000,0
27006,9168,998,0
27026,9188,926,-53
27046,9208,838,-176
27066,9228,776,-234
27086,9248,752,-188
27106,9268,738,-104
27126,9288,663,-105
27146,9308,585,-195
27166,9328,545,-209
27186,9348,533,-138
27206,9368,525,-66
27226,9388,464,-75
27246,9408,422,-139
27266,9428,406,-122
27286,9448,400,-68
27306,9468,398,-31
27326,9488,355,-42
27346,9508,322,-97
27366,9528,308,-92
27386,9548,304,-54
27406,9568,299,-25
27426,9588,272,-34
27446,9608,255,-62
27466,9628,248,-52
27486,9648,246,-28
27506,9668,247,-11
27526,9688,246,-3
27546,9708,247,0
27566,9728,246,0
27586,9748,247,0
27606,9768,253,0
27626,9788,322,58
27646,9808,378,158
27666,9828,401,154
27686,9848,408,91
27705,9867,418,44
27725,9887,490,72
27745,9907,577,182
27765,9927,661,250
27785,9947,704,238
27805,9967,720,156
27826,9988,780,113
27846,10008,822,148
27866,10028,839,127
27885,10047,845,75
27905,10067,846,33
27925,10087,863,21
27946,10108,879,42
27965,10127,886,44
27986,10148,888,26
28006,10168,888,11
28026,10188,888,3
28046,10208,888,1
28066,10228,888,0
28085,10247,888,0
28106,10268,888,0
28125,10287,888,0
28145,10307,888,0
28165,10327,888,0
28185,10347,888,0
28205,10367,884,0
28225,10387,811,-53
28245,10407,726,-175
28265,10427,668,-229
28285,10447,647,-179
28305,10467,635,-95
28325,10487,562,-95
28345,10507,474,-191
28365,10527,383,-256
28385,10547,302,-277
28405,10567,259,-243
28425,10587,213,-177
28445,10607,186,-142
28465,10627,175,-96
28485,10647,172,-50
28505,10667,172,-20
28525,10687,166,-11
28545,10707,160,-15
28565,10727,158,-14
28585,10747,158,-7
28605,10767,158,-2
28625,10787,158,0
28645,10807,158,0
28665,10827,158,0
28685,10847,158,0
28705,10867,158,0
28725,10887,180,12
28745,10907,200,50
28765,10927,209,54
28785,10947,213,33
28805,10967,221,16
28825,10987,292,65
28845,11007,380,181
28865,11027,471,251
28885,11047,559,276
28905,11067,621,265
28925,11087,703,235
28945,11107,788,252
28965,11127,838,245
28985,11147,856,171
29005,11167,863,86
29025,11187,895,61
29045,11207,915,78
29065,11227,922,62
29085,11247,924,32
29106,11268,925,12
29125,11287,930,8
29145,11307,934,13
29165,11327,936,12
29185,11347,935,6
29205,11367,936,1
29225,11387,936,0
29245,11407,936,0
29265,11427,936,0
29285,11447,936,0
29305,11467,936,0
29325,11487,871,-40
29345,11507,812,-144
29365,11527,786,-157
29385,11547,778,-97
29405,11567,769,-46
29425,11587,695,-76
29445,11607,606,-187
29465,11627,516,-255
29485,11647,449,-267
29505,11667,416,-209
29525,11687,341,-167
29545,11707,263,-215
29565,11727,223,-218
29585,11747,210,-144
29605,11767,206,-69
29625,11787,193,-36
29645,11807,183,-36
29665,11827,179,-30
29685,11847,179,-16
29705,11867,179,-5
29725,11887,179,-1
29745,11907,179,0
29765,11927,179,0
29785,11947,179,0
29805,11967,185,0
29825,11987,258,55
29845,12007,328,170
29865,12027,362,189
29885,12047,372,123
29905,12067,377,58
29925,12087,441,64
29945,12107,528,167
29965,12127,620,246
29985,12147,708,277
30005,12167,768,263
30025,12187,845,229
30045,12207,895,221
30065,12227,913,163
30085,12247,918,86
30105,12267,921,36
30125,12287,934,23
30145,12307,943,31
30165,12327,946,26
30185,12347,946,14
30205,12367,946,4
30225,12387,946,1
30245,12407,946,0
30265,12427,946,0
30285,12447,946,0
30305,12467,947,0
30325,12487,879,-41
30345,12507,820,-147
30365,12527,795,-158
30385,12547,787,-97
30405,12567,776,-46
30425,12587,702,-79
30445,12607,612,-190
30465,12627,535,-251
30485,12647,499,-224
30505,12667,488,-136
30525,12687,435,-97
30545,12707,396,-131
30565,12727,380,-114
30586,12748,375,-63
30605,12767,374,-29
30625,12787,375,-10
30645,12807,375,-2
30665,12827,375,0
30685,12847,374,0
30705,12867,375,0
30725,12887,384,6
30746,12908,391,19
30766,12928,394,19
30785,12947,394,11
30805,12967,394,3
30826,12988,460,45
30846,13008,539,161
30866,13028,582,201
30886,13048,598,143
30905,13067,605,75
30925,13087,634,55
30945,13107,653,71
30965,13127,661,59
30985,13147,662,32
31005,13167,665,13
31026,13188,688,25
31046,13208,703,51
31065,13227,709,45
31085,13247,710,24
31106,13268,710,8
31126,13288,729,14
31146,13308,747,44
31165,13327,755,47
31185,13347,757,30
31206,13368,758,13
31226,13388,770,14
31246,13408,777,25
31266,13428,779,20
31285,13447,779,10
31306,13468,776,3
31326,13488,730,-37
31345,13507,701,-96
31366,13528,688,-87
31385,13547,685,-50
31405,13567,682,-22
31425,13587,627,-48
31445,13607,586,-121
31466,13628,568,-114
31486,13648,563,-66
31505,13667,563,-30
31526,13688,562,-10
31546,13708,562,-2
31565,13727,562,0
31586,13748,562,0
31605,13767,566,0
31625,13787,639,55
31646,13808,720,179
31666,13828,759,202
31686,13848,772,134
31706,13868,775,65
31726,13888,829,58
31745,13907,879,128
31765,13927,904,141
31785,13947,911,89
31806,13968,914,40
31826,13988,920,20
31846,14008,924,17
31866,14028,926,12
31886,14048,926,6
31906,14068,926,2
31926,14088,926,0
31946,14108,926,0
31966,14128,926,0
31986,14148,926,0
32006,14168,927,0
32026,14188,865,-39
32046,14208,815,-133
32066,14228,794,-137
32086,14248,787,-82
32105,14267,778,-40
32126,14288,702,-79
32147,14309,613,-195
32166,14328,567,-225
32186,14348,550,-162
32205,14367,544,-85
32226,14388,535,-40
32246,14408,530,-29
32266,14428,528,-19
32286,14448,528,-7
32305,14467,528,-2
32326,14488,528,0
32346,14508,528,0
32366,14528,528,0
32386,14548,528,0
32406,14568,533,0
32426,14588,606,56
32446,14608,682,175
32466,14628,722,201
32486,14648,734,134
32506,14668,746,66
32526,14688,819,89
32546,14708,878,175
32566,14728,902,164
32586,14748,910,96
32606,14768,915,43
32626,14788,945,42
32646,14808,966,70
32666,14828,973,60
32685,14847,975,34
32706,14868,976,13
32726,14888,982,9
32746,14908,986,14
32766,14928,986,11
32786,14948,987,4
32806,14968,986,1
32826,14988,987,0
32846,15008,987,0
32866,15028,986,0
32886,15048,987,0
32906,15068,986,0
32926,15088,934,-30
32946,15108,846,-145
32966,15128,757,-238
32986,15148,690,-259
33006,15168,658,-204
33026,15188,613,-148
33045,15207,588,-132
33066,15228,577,-89
33086,15248,575,-45
33106,15268,575,-17
33126,15288,575,-5
33146,15308,575,-1
33166,15328,575,0
33186,15348,575,0
33206,15368,575,0
33226,15388,619,30
33246,15408,653,94
33266,15428,667,93
33286,15448,671,55
33306,15468,682,26
33326,15488,756,74
33346,15508,845,189
33366,15528,934,255
33386,15548,993,260
33406,15568,1024,194
33426,15588,1071,142
33446,15608,1099,133
33466,15628,1109,92
33486,15648,1112,47
33506,15668,1113,19
33526,15688,1112,6
33546,15708,1112,2
33566,15728,1112,0
33586,15748,1112,0
33605,15767,1112,0
33626,15788,1111,0
33646,15808,1113,0
33666,15828,1112,0
33686,15848,1112,0
33706,15868,1106,0
33725,15887,1034,-55
33745,15907,965,-169
33765,15927,935,-182
33785,15947,925,-114
33805,15967,915,-54
33825,15987,842,-80
33846,16008,752,-192
33866,16028,683,-244
33886,16048,655,-203
33906,16068,637,-116
33925,16087,567,-112
33945,16107,509,-180
33965,16127,487,-162
33985,16147,480,-93
34005,16167,476,-42
34026,16188,461,-29
34045,16207,452,-37
34065,16227,448,-29
34086,16248,448,-14
34105,16267,448,-4
34126,16288,448,-1
34145,16307,448,0
34165,16327,448,0
34186,16348,448,0
34205,16367,454,0
34225,16387,524,56
34245,16407,575,152
34265,16427,597,146
34285,16447,603,85
34305,16467,613,39
34325,16487,686,74
34345,16507,774,186
34365,16527,838,238
34385,16547,862,193
34405,16567,873,106
34425,16587,921,83
34445,16607,953,116
34465,16627,966,98
34485,16647,970,55
34505,16667,973,24
34525,16687,992,25
34545,16707,1005,44
34565,16727,1010,38
34585,16747,1010,20
34605,16767,1010,7
34625,16787,1010,2
34645,16807,1010,0
34665,16827,1011,0
34685,16847,1010,0
34705,16867,1011,0
34725,16887,1010,0
34745,16907,1011,0
34765,16927,1010,0
34785,16947,1010,0
34805,16967,1010,0
34825,16987,1010,0
34845,17007,1010,0
34865,17027,1010,0
34885,17047,1011,0
34905,17067,1005,0
34925,17087,931,-56
34945,17107,843,-179
34965,17127,760,-249
34985,17147,718,-235
35005,17167,703,-153
35025,17187,635,-115
35045,17207,559,-184
35065,17227,520,-203
35085,17247,508,-136
35105,17267,497,-67
35125,17287,441,-76
35145,17307,407,-127
35165,17327,394,-104
35185,17347,390,-58
35205,17367,389,-24
35225,17387,386,-11
35245,17407,385,-8
35265,17427,384,-5
35285,17447,384,-2
35305,17467,384,0
35325,17487,371,-9
35345,17507,361,-28
35365,17527,357,-27
35385,17547,357,-15
35405,17567,352,-6
35425,17587,327,-25
35445,17607,311,-56
35465,17627,304,-48
35485,17647,303,-27
35505,17667,298,-11
35525,17687,268,-32
35545,17707,249,-68
35567,17729,241,-55
35585,17747,240,-31
35605,17767,238,-13
35625,17787,216,-21
35645,17807,199,-50
35665,17827,191,-48
35685,17847,190,-28
35705,17867,187,-12
35725,17887,164,-24
35745,17907,149,-50
35765,17927,144,-44
35785,17947,143,-24
35805,17967,142,-9
35825,17987,137,-6
35845,18007,134,-10
35865,18027,133,-9
35885,18047,133,-4
35905,18067,133,-1
35925,18087,145,6
35945,18107,159,29
35965,18127,165,35
35985,18147,166,22
36005,18167,175,9
36025,18187,250,64
36045,18207,335,183
36065,18227,427,252
36085,18247,501,271
36105,18267,545,228
36125,18287,625,193
36145,18307,713,236
36165,18327,777,257
36185,18347,804,203
36205,18367,818,112
36225,18387,869,92
36245,18407,902,125
36265,18427,915,102
36285,18447,919,55
36305,18467,925,24
36325,18487,964,43
36345,18507,987,86
36365,18527,997,72
36385,18547,999,39
36405,18567,999,16
36425,18587,999,5
36445,18607,999,1
36465,18627,1000,0
36485,18647,999,0
36505,18667,1000,0
36525,18687,942,-32
36545,18707,854,-149
36565,18727,783,-231
36585,18747,751,-208
36605,18767,732,-126
36625,18787,654,-119
36645,18807,565,-206
36665,18827,474,-261
36685,18847,387,-282
36705,18867,334,-261
36725,18887,301,-190
36745,18907,288,-118
36765,18927,283,-63
36785,18947,283,-27
36805,18967,284,-9
36825,18987,283,-2
36845,19007,283,0
36865,19027,283,0
36885,19047,283,0
36905,19067,288,0
36925,19087,333,40
36945,19107,362,96
36965,19127,372,85
36985,19147,376,47
37005,19167,385,22
37025,19187,461,70
37045,19207,550,186
37065,19227,638,254
37085,19247,726,280
37105,19267,778,259
37125,19287,807,178
37145,19307,884,154
37165,19327,949,207
37185,19347,977,185
37205,19367,986,109
37225,19387,994,54
37245,19407,998,31
37265,19427,999,17
37285,19447,999,6
37305,19467,999,1
37325,19487,999,0
37345,19507,999,0
37365,19527,999,0
37385,19547,999,0
37405,19567,999,0
37425,19587,942,-34
37445,19607,855,-152
37465,19627,788,-228
37485,19647,759,-195
37505,19667,743,-114
37525,19687,667,-112
37545,19707,578,-204
37565,19727,487,-261
37585,19747,395,-282
37605,19767,319,-279
37625,19787,240,-258
37645,19807,187,-242
37665,19827,167,-173
37685,19847,161,-90
37705,19867,160,-37
37725,19887,161,-12
37745,19907,161,-3
37765,19927,161,-1
37785,19947,161,0
37805,19967,163,0
37825,19987,191,24
37845,20007,209,60
37865,20027,216,52
37885,20047,218,29
37905,20067,228,13
37925,20087,300,68
37945,20107,388,185
37965,20127,472,250
37985,20147,517,239
38005,20167,534,158
38025,20187,600,118
38045,20207,687,189
38065,20227,754,241
38085,20247,783,201
38105,20267,796,115
38125,20287,833,83
38145,20307,855,94
38165,20327,864,71
38185,20347,866,37
38205,20367,868,15
38225,20387,880,16
38245,20407,887,27
38265,20427,890,23
38285,20447,890,11
38305,20467,890,3
38325,20487,891,1
38345,20507,891,1
38365,20527,891,1
38385,20547,892,1
38405,20567,891,0
38425,20587,885,-3
38445,20607,878,-14
38465,20627,875,-18
38485,20647,875,-10
38505,20667,866,-4
38525,20687,815,-51
38545,20707,781,-114
38565,20727,768,-99
38585,20747,764,-55
38605,20767,764,-23
38625,20787,763,-7
38645,20807,764,-2
38665,20827,764,0
38685,20847,764,0
38705,20867,764,0
38725,20887,775,7
38745,20907,786,26
38765,20927,789,27
38785,20947,790,14
38805,20967,790,5
38825,20987,790,1
38845,21007,790,0
38865,21027,789,0
38885,21047,790,0
38905,21067,791,0
38925,21087,815,17
38945,21107,836,54
38965,21127,844,55
38985,21147,846,32
39005,21167,855,15
39025,21187,928,68
39045,21207,989,169
39065,21227,1014,166
39085,21247,1022,99
39105,21267,1028,45
39125,21287,1054,41
39145,21307,1071,62
39165,21327,1078,51
39185,21347,1079,28
39205,21367,1079,10
39225,21387,1088,9
39245,21407,1095,20
39265,21427,1098,19
39285,21447,1098,10
39305,21467,1101,3
39325,21487,1123,20
39345,21507,1137,46
39365,21527,1142,39
39385,21547,1142,20
39405,21567,1146,7
39425,21587,1167,23
39445,21607,1180,47
39465,21627,1186,40
39485,21647,1187,22
39505,21667,1187,8
39525,21687,1195,7
39545,21707,1201,17
39565,21727,1203,17
39585,21747,1204,9
39605,21767,1205,3
39625,21787,1214,9
39645,21807,1219,18
39665,21827,1221,15
39685,21847,1221,7
39705,21867,1220,2
39725,21887,1218,-1
39745,21907,1216,-4
39765,21927,1215,-5
39785,21947,1216,-2
39805,21967,1216,0
39825,21987,1153,-40
39845,22007,1085,-148
39865,22027,1056,-170
39885,22047,1046,-108
39905,22067,1035,-52
39925,22087,960,-84
39945,22107,874,-191
39965,22127,820,-231
39984,22146,799,-177
40004,22166,790,-95
40025,22187,758,-66
40045,22207,740,-78
40065,22227,732,-59
40085,22247,731,-31
40105,22267,731,-11
40125,22287,731,-3
40145,22307,731,-1
40165,22327,731,0
40185,22347,731,0
40204,22366,736,0
40224,22386,808,54
40245,22407,869,165
40265,22427,895,163
40284,22446,903,101
40305,22467,914,45
40324,22486,979,73
40344,22506,1026,151
40364,22526,1043,136
40384,22546,1049,76
40404,22566,1050,33
40425,22587,1055,14
40444,22606,1058,12
40465,22627,1058,9
40484,22646,1058,4
40504,22666,1060,2
40524,22686,1069,9
40545,22707,1076,21
40565,22727,1078,18
40584,22746,1078,9
40604,22766,1078,2
40624,22786,1063,-10
40645,22807,1053,-30
40664,22826,1051,-25
40684,22846,1049,-13
40705,22867,1049,-6
40724,22886,1006,-25
40744,22906,957,-104
40764,22926,936,-124
40784,22946,928,-80
40804,22966,927,-38
40824,22986,927,-14
40844,23006,927,-4
40864,23026,927,-1
40884,23046,927,0
40904,23066,927,0
40924,23086,927,0
40944,23106,927,0
40964,23126,927,0
40984,23146,927,0
41004,23166,927,0
41024,23186,990,41
41044,23206,1042,138
41064,23226,1062,140
41084,23246,1069,82
41104,23266,1071,38
41124,23286,1074,17
41144,23306,1077,12
41164,23326,1078,8
41184,23346,1078,3
41204,23366,1072,0
41224,23386,1013,-49
41244,23406,973,-127
41264,23426,959,-114
41284,23446,954,-63
41304,23466,953,-28
41324,23486,943,-16
41344,23506,934,-25
41364,23526,931,-24
41384,23546,931,-13
41404,23566,931,-4
41424,23586,931,-1
41444,23606,931,0
41464,23626,931,0
41484,23646,931,0
41504,23666,929,0
41524,23686,918,-10
41544,23706,910,-25
41564,23726,907,-22
41584,23746,907,-11
41604,23766,907,-3
41624,23786,881,-16
41644,23806,860,-56
41664,23826,850,-59
41684,23846,848,-36
41704,23866,844,-16
41724,23886,810,-34
41744,23906,788,-73
41764,23926,780,-64
41784,23946,777,-36
41804,23966,774,-15
41824,23986,748,-28
41844,24006,731,-58
41865,24027,724,-49
41884,24046,723,-27
41904,24066,720,-11
41924,24086,664,-44
41944,24106,622,-122
41964,24126,605,-118
41984,24146,599,-69
42004,24166,589,-33
42024,24186,536,-62
42044,24206,503,-119
42064,24226,490,-100
42084,24246,486,-55
42104,24266,479,-25
42124,24286,438,-46
42144,24306,413,-91
42164,24326,402,-77
42184,24346,399,-43
42204,24366,399,-17
42224,24386,363,-30
42244,24406,333,-82
42264,24426,321,-82
42284,24446,316,-49
42304,24466,309,-22
42324,24486,267,-47
42344,24506,239,-96
42364,24526,229,-83
42384,24546,225,-46
42404,24566,222,-19
42424,24586,191,-33
42444,24606,171,-68
42464,24626,163,-60
42484,24646,161,-33
42505,24667,160,-12
42524,24686,133,-20
42544,24706,106,-64
42564,24726,95,-71
42584,24746,91,-44
42604,24766,89,-20
42624,24786,79,-16
42644,24806,72,-24
42664,24826,70,-20
42684,24846,70,-10
42704,24866,68,-3
42724,24886,58,-10
42744,24906,51,-23
42764,24926,49,-19
42784,24946,49,-9
42804,24966,49,-3
42824,24986,46,-2
42844,25006,44,-6
42864,25026,43,-5
42884,25046,43,-3
42904,25066,43,-1
42924,25086,39,-3
42944,25106,37,-7
42964,25126,36,-6
42984,25146,36,-3
43004,25166,36,-1
43024,25186,36,0
43044,25206,37,0
43064,25226,36,0
43084,25246,36,0
43104,25266,36,0
43124,25286,36,0
43144,25306,36,0
43164,25326,36,0
43184,25346,36,0
43204,25366,36,0
43224,25386,36,0
43244,25406,36,0
43264,25426,36,0
43284,25446,36,0
43304,25466,36,0
43324,25486,36,0
43344,25506,36,0
43364,25526,36,0
43384,25546,36,0
43404,25566,36,0
43424,25586,36,0
43444,25606,36,0
43464,25626,36,0
43484,25646,36,0
43504,25666,36,0
43524,25686,36,0
43544,25706,36,0
43564,25726,36,0
43584,25746,36,0
43604,25766,36,0
43624,25786,36,0
43644,25806,36,0
43664,25826,36,0
43684,25846,36,0
43704,25866,36,0
43724,25886,36,0
43744,25906,36,0
43764,25926,36,0
43784,25946,36,0
43804,25966,36,0
43824,25986,36,0
43844,26006,36,0
43864,26026,36,0
43884,26046,36,0
43904,26066,36,0
43924,26086,37,0
43944,26106,36,0
43964,26126,36,0
43984,26146,36,0
44004,26166,36,0
44024,26186,36,0
44044,26206,36,0
44064,26226,36,0
44084,26246,36,0
44104,26266,36,0
44124,26286,36,0
44144,26306,36,0
44164,26326,36,0
44184,26346,36,0
44204,26366,36,0
44224,26386,36,0
44244,26406,36,0
44264,26426,36,0
44284,26446,36,0
44304,26466,36,0
44324,26486,36,0
44344,26506,36,0
44364,26526,36,0
44384,26546,36,0
44404,26566,36,0
44424,26586,36,0
44444,26606,36,0
44464,26626,36,0
44484,26646,36,0
44504,26666,36,0
44524,26686,36,0
44544,26706,36,0
44564,26726,36,0
44584,26746,36,0
44604,26766,36,0
44624,26786,36,0
44644,26806,36,0
44664,26826,36,0
44684,26846,36,0
44704,26866,36,0
44724,26886,36,0
44744,26906,36,0
44764,26926,36,0
44784,26946,36,0
44804,26966,36,0
44824,26986,36,0
44844,27006,36,0
44864,27026,36,0
44884,27046,36,0
44904,27066,36,0
44924,27086,36,0
44944,27106,36,0
44964,27126,36,0
44984,27146,36,0
45004,27166,36,0
